artist,lyrics
Linkin Park,"I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
I don't know what you're expecting of me
Put under the pressure of walking in your shoes
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow

I've become so numb, I can't feel you there
Become so tired, so much more aware
By becoming this all I want to do
Is be more like me and be less like you

Can't you see that you're smothering me?
Holding too tightly, afraid to lose control
'Cause everything that you thought I would be
Has fallen apart right in front of you
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow
And every second I waste is more than I can take!

I've become so numb, I can't feel you there
Become so tired, so much more aware
By becoming this all I want to do
Is be more like me and be less like you

And I know I may end up failing too
But I know you were just like me with someone disappointed in you

I've become so numb, I can't feel you there
Become so tired, so much more aware
By becoming this all I want to do
Is be more like me and be less like you

I've become so numb, I can't feel you there
I'm tired of being what you want me to be
I've become so numb, I can't feel you there
I'm tired of being what you want me to be"
Linkin Park,"It starts with one thing
I don't know why
It doesn't even matter how hard you try
Keep that in mind
I designed this rhyme
To explain in due time
All I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away

It's so unreal
Didn't look out below
Watch the time go right out the window
Trying to hold on, but you didn't even know
Wasted it all just to watch you go
I kept everything inside
And even though I tried, it all fell apart
What it meant to me
Will eventually be a memory of a time when

I tried so hard
And got so far
But in the end
It doesn't even matter
I had to fall
To lose it all
But in the end
It doesn't even matter

One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind
I designed this rhyme
To remind myself of a time when
I tried so hard
In spite of the way you were mocking me
Acting like I was part of your property
Remembering all the times you fought with me
I'm surprised it got so
Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be a memory of a time when

I tried so hard
And got so far
But in the end
It doesn't even matter
I had to fall
To lose it all
But in the end
It doesn't even matter

I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know

I tried so hard
And got so far
But in the end
It doesn't even matter
I had to fall
To lose it all
But in the end
It doesn't even matter"
Linkin Park,"I cannot take this anymore
I'm saying everything I've said before
All these words they make no sense
I find bliss in ignorance
Less I hear the less you'll say
But you'll find that out anyway
Just like before

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

I find the answers aren't so clear
Wish I could find a way to disappear
All these thoughts they make no sense
I find bliss in ignorance
Nothing seems to go away
Over and over again
Just like before

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to, break

Shut up when I'm talking to you
Shut up, shut up, shut up
Shut up when I'm talking to you
Shut up, shut up, shut up
Shut up, I'm about to break!

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to, break"
Linkin Park,"When this began,
I had nothing to say 
And I'd get lost in the nothingness inside of me
(I was confused)
And I let it all out to find that I'm not the only person with these things in mind (inside of me)
But all the vacancy the words revealed
Is the only real thing that I got left to feel (nothing to lose)
Just stuck, hollow and alone
And the fault is my own,
And the fault is my own

I want to heal, I want to feel,
What I thought was never real
I want to let go of the pain I felt so long (erase all the pain 'til it's gone)
I want to heal, I want to feel
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

And I've got nothing to say
I can't believe I didn't fall right down on my face (I was confused) 
Looking everywhere only to find that it's not the way I had imagined it all in my mind (so what am I?)
What do I have but negativity?
'Cause I can't justify the way everyone is looking at me (nothing to lose)
Nothing to gain, hollow and alone
And the fault is my own,
And the fault is my own

I want to heal, I want to feel,
What I thought was never real
I want to let go of the pain I've held so long (erase all the pain 'till it's gone)
I want to heal, I want to feel
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

I will never know myself until I do this on my own
And I will never feel,
Anything else until my wounds are healed
I will never be
Anything 'til I break away from me
And I will break away, and find myself today

I want to heal, I want to feel
What I thought was never real
I want to let go of the pain I felt so long (erase all the pain til it's gone)
I want to heal, I want to feel,
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

I want to heal I want to feel like I'm,
Somewhere I belong,
I want to heal I want to feel like I'm somewhere I belong
Somewhere I belong"
Linkin Park,"I got a long way to go
And a long memory
I've been searching for an answer
Always just out of reach
Blood on the floor
Sirens repeat
I've been searching for the courage
To face my enemies

When they turn down the lights

I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

For my battle symphony
For my battle symphony

They say that I don't belong
Say that I should retreat
That I'm marching to the rhythm
Of a lonesome defeat
But the sound of your voice
Puts the pain in reverse
No surrender, no illusions
And for better or worse

When they turn down the lights
I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

If I fall, get knocked down
Pick myself up off the ground
If I fall, get knocked down
Pick myself up off the ground

When they turn down the lights

I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

For my battle symphony
For my battle symphony"
Linkin Park,"Don't you hold your breath 
'Cause I'm not coming down
The battlefields have left me only scars
And floating in the dark
I'm swimming in the sound
Of voices that should never been apart

Darker than the blood (Darker than the blood)
Higher than the sun (Higher than the sun)
This is not the end (This is not the end)
You are not the only one (You are not the only one)

The nights go on
Waiting for a light that never comes
I chase the sun
Waiting for a light that never comes

Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Waiting for the light that never comes

Waiting for a light that never comes"
Linkin Park,"I've lied to you
The same way that I always do
This is the last smile
That I'll fake for the sake of being with you

(Everything falls apart even the people who never frown)
(Eventually break down)
The sacrifice of hiding in a lie
(Everything has to end you'll soon find)
(We're out of time left to watch it all unwind)
The sacrifice is never knowing

Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away
Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away

I've tried like you
To do everything you wanted too
This is the last time
I'll take the blame for the sake of being with you

(Everything falls apart even the people who never frown)
(Eventually break down)
The sacrifice of hiding in a lie
(Everything has to end you'll soon find)
(We're out of time left to watch it all unwind)
The sacrifice is never knowing

Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away
Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away

(We're all out of time, this is how we learn how it all unwinds)
The sacrifice of hiding in a lie
(We're all out of time, this is how we learn how it all unwinds)
The sacrifice is never knowing

Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away
Why I never walked away'
Why I played myself this way'
Now I see, your testing me, pushes me away, pushes me away"
Linkin Park,"Graffiti decorations
Under the sky of dust
A constant wave of tension
On top of broken trust
The lessons that you taught me
I learned were never true

Now I find myself in question
They point the finger at me again
Guilty by association
You point the finger at me again

I wanna run away
Never say goodbye
I wanna know the truth
Instead of wondering why
I wanna know the answers
No more lies
I wanna shut the door
And open up my mind

Paper bags and angry voices
Under a sky of dust
Another wave of tension
Has more than filled me up
All my talk of taking action
These words were never true

Now I find myself in question
They point the finger at me again
Guilty by association
You point the finger at me again

I wanna run away
Never say goodbye
I wanna know the truth
Instead of wondering why
I wanna know the answers
No more lies
I wanna shut the door
And open up my mind

I'm gonna run away, and never say goodbye
Gonna run away, gonna run away
Gonna run away, gonna run away
I'm gonna run away and never wonder why
Gonna run away, gonna run away
Gonna run away, gonna run away
I'm gonna run away and open up my mind
Gonna run away, gonna run away
Gonna run away, gonna run away
Gonna run away, gonna run away
Gonna run away, gonna run away

I wanna run away
Never say goodbye
I wanna know the truth
Instead of wondering why
I wanna know the answers
No more lies
I wanna shut the door
And open up my mind

I wanna run away and open up my mind
I wanna run away and open up my mind
I wanna run away and open up my mind
I wanna run away and open up my mind"
Linkin Park,"So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
(Don't you come back no more)

Live from the rhythm, it's
Something wild, venomous
Enemies trying to read me
You're all looking highly illiterate
Blindly forgetting if I'm in the mix
You won't find an equivalent
I've been here killing it
Longer than you've been alive, you idiot
And it makes you so mad
Somebody else could be stepping in front of you
And it makes you so mad that you're not the only one
There's more than one of you
And you can't understand the fact
That it's over and done, hope you had fun
You've got a lot to discuss on the bus
Headed back where you're from

So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
Good goodbye
Good goodbye

Goodbye, good riddance
A period is after every sentence
Did my time with my cellmate
Maxed out so now we finished
Every day was like a hail date
Every night was like a hailstorm
Took her back to my tinted windows
Showin' out, she in rare form
Wings up, now I'm airborne
King Push, they got a chair for him
Make way for the new queen
The old lineup, where they cheer for 'em
Consequence when you ain't there for him
Were you there for him?
Did you care for him?
You were dead wrong

(Don't you come back no more)
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)

Yo
Let me say goodbye to my demons
Let me say goodbye to my past life
Let me say goodbye to the darkness
Tell 'em that I'd rather be here in the starlight
Tell 'em that I'd rather be here where they love me
Tell 'em that I'm yours this is our life
And I still keep raising the bar like
Never seen a young black brother in the chart twice
Goodbye to the stereotypes
You can't tell my kings we can't
Mandem we're linking tings in parks
Now I got a tune with Linkin Park
Like goodbye to my old hoe’s
Goodbye to the cold roads
I can't die for my postcode
Young little Mike from the Gold Coast
And now I'm inside with my bro bro's, gang

So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)"
Linkin Park,"I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah, I drive myself crazy
'Cause I can’t escape the gravity

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

You say that I'm paranoid
But I'm pretty sure the world is out to get me
It's not like I make the choice
To let my mind stay so fucking messy
I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same
And I drive myself crazy
Thinking everything’s about me

Holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
Why is everything so heavy?
Why is everything so heavy?"
Linkin Park,"I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah, I drive myself crazy
'Cause I can't escape the gravity

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)

You say that I'm paranoid
But I'm pretty sure the world is out to get me
It's not like I made the choice
To let my mind stay so fucking messy
I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)

Holding on (Holding, holding)
Holding on (Holding, holding)

I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same
And I drive myself crazy
Thinking everything's about me

Holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
Why is everything so heavy?"
Linkin Park,"I've got an aching head
Echoes and buzzing noises
I know the words we said
But wish I could've turned our voices down
This is not black and white
Only organize confusion
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible

You didn't get your way
And it's an empty feeling
You've got a lot to say
And you just want to know you're being hurt
But this is not black and white
There are no clear solutions
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible

This is not black and white
There are no clear solutions
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible"
Linkin Park,"I’m dancing with my demons
I’m hanging off the edge
Storm clouds gather beneath me
Waves break above my head
At first hallucination
I wanna fall wide awake now
You tell me it’s alright
Tell me I’m forgiven
Tonight
But nobody can save me now
I’m holding up a light
Chasing up the darkness inside
'Cause nobody can save me

Stare into this illusion
For answers yet to come
I chose a false solution
But nobody proved me wrong
At first hallucination
I wanna fall wide awake
Watch the ground giving way now  
You tell me it’s alright
Tell me I’m forgiven
Tonight
But nobody can save me now
I’m holding up a light
I’m chasing up the darkness inside
'Cause nobody can save me

Been searching somewhere out there
For what’s been missing right here
I’ve been searching somewhere out there
For what’s been missing right here

I wanna fall wide awake now
So tell me it’s alright
Tell me I’m forgiven
Tonight
If only I can save me now
I’m holding up a light
Chasing up the darkness inside
And I don’t wanna let you down
But only I can save me 

Been searching somewhere out there
For what’s been missing right here"
